date;datetime;cash_type;card;money;coffee_name
11/10/2024;21:53:54;card;ANON-0000-0000-0748;30,86;Americano with Milk
11/10/2024;22:36:28;card;ANON-0000-0000-0749;35,76;Hot Chocolate
11/10/2024;22:37:27;card;ANON-0000-0000-0749;35,76;Hot Chocolate
12/10/2024;08:28:16;card;ANON-0000-0000-0141;25,96;Cortado
12/10/2024;10:31:39;card;ANON-0000-0000-0650;25,96;Cortado
12/10/2024;10:32:56;card;ANON-0000-0000-0650;25,96;Cortado
12/10/2024;11:52:15;card;ANON-0000-0000-0507;35,76;Latte
12/10/2024;11:53:41;card;ANON-0000-0000-0750;30,86;Americano with Milk
12/10/2024;13:18:47;card;ANON-0000-0000-0751;35,76;Cappuccino
12/10/2024;20:10:54;card;ANON-0000-0000-0507;35,76;Latte
13/10/2024;09:54:55;card;ANON-0000-0000-0141;25,96;Cortado
13/10/2024;12:20:47;card;ANON-0000-0000-0752;30,86;Americano with Milk
13/10/2024;13:32:30;card;ANON-0000-0000-0650;25,96;Cortado
13/10/2024;13:33:29;card;ANON-0000-0000-0650;21,06;Espresso
13/10/2024;13:34:26;card;ANON-0000-0000-0650;25,96;Cortado
13/10/2024;17:53:21;card;ANON-0000-0000-0507;35,76;Latte
13/10/2024;17:54:22;card;ANON-0000-0000-0507;35,76;Latte
13/10/2024;18:22:59;card;ANON-0000-0000-0753;35,76;Cappuccino
13/10/2024;20:43:05;card;ANON-0000-0000-0257;35,76;Cappuccino
14/10/2024;08:26:55;card;ANON-0000-0000-0276;30,86;Americano with Milk
14/10/2024;09:49:55;card;ANON-0000-0000-0754;35,76;Cocoa
14/10/2024;10:27:51;card;ANON-0000-0000-0141;25,96;Cortado
14/10/2024;10:38:07;card;ANON-0000-0000-0440;35,76;Latte
14/10/2024;10:39:14;card;ANON-0000-0000-0440;35,76;Latte
14/10/2024;11:23:51;card;ANON-0000-0000-0755;35,76;Cappuccino
14/10/2024;11:25:37;card;ANON-0000-0000-0225;25,96;Americano
14/10/2024;11:26:45;card;ANON-0000-0000-0225;25,96;Americano
14/10/2024;14:36:07;card;ANON-0000-0000-0756;35,76;Latte
14/10/2024;14:49:51;card;ANON-0000-0000-0507;35,76;Latte
14/10/2024;16:37:47;card;ANON-0000-0000-0757;25,96;Americano
14/10/2024;18:19:19;card;ANON-0000-0000-0758;35,76;Latte
14/10/2024;18:20:21;card;ANON-0000-0000-0758;35,76;Cappuccino
14/10/2024;22:08:54;card;ANON-0000-0000-0759;35,76;Latte
14/10/2024;22:10:24;card;ANON-0000-0000-0760;35,76;Latte
14/10/2024;22:21:54;card;ANON-0000-0000-0510;35,76;Latte
15/10/2024;08:14:29;card;ANON-0000-0000-0141;25,96;Cortado
15/10/2024;08:34:18;card;ANON-0000-0000-0761;21,06;Espresso
15/10/2024;11:13:22;card;ANON-0000-0000-0762;35,76;Hot Chocolate
15/10/2024;11:15:21;card;ANON-0000-0000-0736;35,76;Latte
15/10/2024;11:16:27;card;ANON-0000-0000-0736;35,76;Hot Chocolate
15/10/2024;13:00:43;card;ANON-0000-0000-0763;35,76;Latte
15/10/2024;13:15:45;card;ANON-0000-0000-0764;30,86;Americano with Milk
15/10/2024;15:32:11;card;ANON-0000-0000-0683;35,76;Latte
15/10/2024;15:54:17;card;ANON-0000-0000-0765;25,96;Americano
15/10/2024;15:55:19;card;ANON-0000-0000-0765;21,06;Espresso
15/10/2024;17:04:11;card;ANON-0000-0000-0766;35,76;Hot Chocolate
15/10/2024;19:22:21;card;ANON-0000-0000-0767;25,96;Americano
15/10/2024;19:23:17;card;ANON-0000-0000-0767;35,76;Cocoa
15/10/2024;20:11:15;card;ANON-0000-0000-0507;35,76;Latte
15/10/2024;20:12:29;card;ANON-0000-0000-0507;35,76;Latte
15/10/2024;21:18:08;card;ANON-0000-0000-0040;35,76;Hot Chocolate
15/10/2024;21:35:20;card;ANON-0000-0000-0040;35,76;Hot Chocolate
15/10/2024;22:15:20;card;ANON-0000-0000-0690;35,76;Latte
16/10/2024;08:21:26;card;ANON-0000-0000-0276;30,86;Americano with Milk
16/10/2024;08:36:24;card;ANON-0000-0000-0696;35,76;Hot Chocolate
16/10/2024;09:25:51;card;ANON-0000-0000-0570;35,76;Latte
16/10/2024;10:15:48;card;ANON-0000-0000-0571;30,86;Americano with Milk
16/10/2024;10:16:54;card;ANON-0000-0000-0571;30,86;Americano with Milk
16/10/2024;10:45:25;card;ANON-0000-0000-0333;30,86;Americano with Milk
16/10/2024;11:49:45;card;ANON-0000-0000-0768;25,96;Americano
16/10/2024;12:29:44;card;ANON-0000-0000-0769;30,86;Americano with Milk
16/10/2024;13:20:10;card;ANON-0000-0000-0764;25,96;Americano
16/10/2024;16:45:30;card;ANON-0000-0000-0770;35,76;Latte
16/10/2024;17:43:21;card;ANON-0000-0000-0510;30,86;Americano with Milk
16/10/2024;19:37:42;card;ANON-0000-0000-0771;30,86;Americano with Milk
16/10/2024;19:38:37;card;ANON-0000-0000-0771;30,86;Americano with Milk
16/10/2024;21:20:29;card;ANON-0000-0000-0772;35,76;Hot Chocolate
17/10/2024;07:47:01;card;ANON-0000-0000-0696;35,76;Latte
17/10/2024;07:58:07;card;ANON-0000-0000-0570;35,76;Latte
17/10/2024;09:24:27;card;ANON-0000-0000-0773;30,86;Americano with Milk
17/10/2024;10:26:38;card;ANON-0000-0000-0510;35,76;Latte
17/10/2024;10:44:54;card;ANON-0000-0000-0313;35,76;Hot Chocolate
17/10/2024;11:59:27;card;ANON-0000-0000-0774;30,86;Americano with Milk
17/10/2024;13:57:25;card;ANON-0000-0000-0775;35,76;Latte
17/10/2024;14:34:43;card;ANON-0000-0000-0776;25,96;Americano
17/10/2024;16:37:13;card;ANON-0000-0000-0702;35,76;Hot Chocolate
17/10/2024;16:38:18;card;ANON-0000-0000-0702;35,76;Hot Chocolate
17/10/2024;16:39:10;card;ANON-0000-0000-0702;35,76;Latte
17/10/2024;16:48:36;card;ANON-0000-0000-0777;35,76;Hot Chocolate
17/10/2024;16:49:33;card;ANON-0000-0000-0777;35,76;Hot Chocolate
17/10/2024;17:08:28;card;ANON-0000-0000-0258;35,76;Cappuccino
17/10/2024;17:09:30;card;ANON-0000-0000-0258;35,76;Hot Chocolate
17/10/2024;19:43:12;card;ANON-0000-0000-0507;35,76;Latte
17/10/2024;20:11:36;card;ANON-0000-0000-0778;30,86;Americano with Milk
17/10/2024;21:46:13;card;ANON-0000-0000-0779;35,76;Latte
17/10/2024;21:47:20;card;ANON-0000-0000-0779;35,76;Latte
17/10/2024;21:48:32;card;ANON-0000-0000-0779;35,76;Latte
17/10/2024;21:49:55;card;ANON-0000-0000-0779;35,76;Hot Chocolate
18/10/2024;08:41:59;card;ANON-0000-0000-0012;35,76;Cocoa
18/10/2024;08:42:59;card;ANON-0000-0000-0054;35,76;Cocoa
18/10/2024;09:32:42;card;ANON-0000-0000-0003;35,76;Cocoa
18/10/2024;09:34:08;card;ANON-0000-0000-0003;35,76;Cocoa
18/10/2024;09:55:20;card;ANON-0000-0000-0780;35,76;Cappuccino
18/10/2024;11:54:59;card;ANON-0000-0000-0780;35,76;Cappuccino
18/10/2024;14:51:04;card;ANON-0000-0000-0781;35,76;Latte
18/10/2024;14:52:15;card;ANON-0000-0000-0781;35,76;Cappuccino
18/10/2024;15:39:20;card;ANON-0000-0000-0683;25,96;Americano
18/10/2024;16:09:58;card;ANON-0000-0000-0782;35,76;Latte
18/10/2024;17:45:39;card;ANON-0000-0000-0783;35,76;Hot Chocolate
18/10/2024;21:14:40;card;ANON-0000-0000-0012;35,76;Cocoa
18/10/2024;21:15:23;card;ANON-0000-0000-0012;35,76;Cocoa
18/10/2024;21:52:23;card;ANON-0000-0000-0784;30,86;Americano with Milk
18/10/2024;22:03:27;card;ANON-0000-0000-0690;35,76;Latte
19/10/2024;08:34:14;card;ANON-0000-0000-0785;30,86;Americano with Milk
19/10/2024;13:22:06;card;ANON-0000-0000-0019;35,76;Latte
19/10/2024;14:10:33;card;ANON-0000-0000-0355;35,76;Cappuccino
19/10/2024;15:56:55;card;ANON-0000-0000-0507;35,76;Hot Chocolate
19/10/2024;15:59:24;card;ANON-0000-0000-0507;35,76;Latte
19/10/2024;16:02:46;card;ANON-0000-0000-0494;35,76;Latte
19/10/2024;16:17:43;card;ANON-0000-0000-0696;35,76;Latte
19/10/2024;21:46:46;card;ANON-0000-0000-0690;35,76;Cocoa
19/10/2024;22:46:38;card;ANON-0000-0000-0786;35,76;Cappuccino
20/10/2024;08:40:44;card;ANON-0000-0000-0570;35,76;Latte
20/10/2024;08:41:50;card;ANON-0000-0000-0570;35,76;Cocoa
20/10/2024;11:16:52;card;ANON-0000-0000-0787;35,76;Latte
20/10/2024;14:28:46;card;ANON-0000-0000-0650;35,76;Hot Chocolate
20/10/2024;14:29:44;card;ANON-0000-0000-0650;25,96;Cortado
20/10/2024;15:52:45;card;ANON-0000-0000-0455;30,86;Americano with Milk
20/10/2024;16:45:10;card;ANON-0000-0000-0788;35,76;Latte
20/10/2024;16:46:05;card;ANON-0000-0000-0788;35,76;Latte
20/10/2024;17:27:06;card;ANON-0000-0000-0507;35,76;Latte
20/10/2024;18:34:16;card;ANON-0000-0000-0012;35,76;Cocoa
20/10/2024;18:35:08;card;ANON-0000-0000-0012;35,76;Cocoa
20/10/2024;21:14:18;card;ANON-0000-0000-0789;35,76;Hot Chocolate
20/10/2024;21:15:18;card;ANON-0000-0000-0790;25,96;Cortado
20/10/2024;21:17:27;card;ANON-0000-0000-0791;35,76;Cocoa
20/10/2024;21:25:00;card;ANON-0000-0000-0792;35,76;Latte
20/10/2024;22:17:29;card;ANON-0000-0000-0550;35,76;Cappuccino
21/10/2024;07:48:43;card;ANON-0000-0000-0696;35,76;Latte
21/10/2024;08:19:56;card;ANON-0000-0000-0097;35,76;Latte
21/10/2024;09:04:54;card;ANON-0000-0000-0385;30,86;Americano with Milk
21/10/2024;09:34:26;card;ANON-0000-0000-0793;35,76;Latte
21/10/2024;10:25:09;card;ANON-0000-0000-0700;25,96;Americano
21/10/2024;10:41:45;card;ANON-0000-0000-0141;25,96;Cortado
21/10/2024;10:42:36;card;ANON-0000-0000-0141;25,96;Cortado
21/10/2024;11:27:42;card;ANON-0000-0000-0274;21,06;Espresso
21/10/2024;12:40:24;card;ANON-0000-0000-0751;35,76;Cappuccino
21/10/2024;14:42:56;card;ANON-0000-0000-0794;35,76;Latte
21/10/2024;14:43:58;card;ANON-0000-0000-0726;35,76;Latte
21/10/2024;15:27:02;card;ANON-0000-0000-0795;30,86;Americano with Milk
21/10/2024;15:39:05;card;ANON-0000-0000-0796;25,96;Cortado
21/10/2024;16:42:57;card;ANON-0000-0000-0225;35,76;Cocoa
21/10/2024;16:55:23;card;ANON-0000-0000-0797;35,76;Latte
21/10/2024;19:21:13;card;ANON-0000-0000-0798;35,76;Hot Chocolate
21/10/2024;21:05:36;card;ANON-0000-0000-0799;35,76;Latte
21/10/2024;22:30:44;card;ANON-0000-0000-0789;35,76;Cocoa
21/10/2024;22:31:34;card;ANON-0000-0000-0791;35,76;Hot Chocolate
22/10/2024;07:33:00;card;ANON-0000-0000-0696;35,76;Latte
22/10/2024;07:34:00;card;ANON-0000-0000-0696;35,76;Cappuccino
22/10/2024;08:25:32;card;ANON-0000-0000-0276;30,86;Americano with Milk
22/10/2024;09:17:50;card;ANON-0000-0000-0800;25,96;Cortado
22/10/2024;10:51:32;card;ANON-0000-0000-0402;21,06;Espresso
22/10/2024;10:52:17;card;ANON-0000-0000-0402;25,96;Cortado
22/10/2024;18:07:03;card;ANON-0000-0000-0801;25,96;Americano
22/10/2024;19:46:39;card;ANON-0000-0000-0507;35,76;Hot Chocolate
22/10/2024;19:47:50;card;ANON-0000-0000-0507;35,76;Latte
23/10/2024;07:58:07;card;ANON-0000-0000-0696;35,76;Latte
23/10/2024;08:45:15;card;ANON-0000-0000-0276;30,86;Americano with Milk
23/10/2024;10:24:58;card;ANON-0000-0000-0141;25,96;Cortado
23/10/2024;12:31:05;card;ANON-0000-0000-0802;30,86;Americano with Milk
23/10/2024;16:20:02;card;ANON-0000-0000-0803;30,86;Americano with Milk
23/10/2024;16:21:09;card;ANON-0000-0000-0803;30,86;Americano with Milk
23/10/2024;16:42:30;card;ANON-0000-0000-0804;35,76;Cappuccino
23/10/2024;17:02:46;card;ANON-0000-0000-0805;21,06;Espresso
23/10/2024;18:58:59;card;ANON-0000-0000-0040;35,76;Cocoa
23/10/2024;19:00:43;card;ANON-0000-0000-0040;35,76;Cappuccino
23/10/2024;21:57:21;card;ANON-0000-0000-0518;30,86;Americano with Milk
23/10/2024;21:58:24;card;ANON-0000-0000-0806;35,76;Hot Chocolate
23/10/2024;22:23:38;card;ANON-0000-0000-0807;35,76;Latte
24/10/2024;12:07:47;card;ANON-0000-0000-0808;25,96;Americano
24/10/2024;13:24:00;card;ANON-0000-0000-0809;35,76;Cappuccino
24/10/2024;14:09:47;card;ANON-0000-0000-0804;35,76;Cappuccino
24/10/2024;14:49:02;card;ANON-0000-0000-0810;35,76;Hot Chocolate
24/10/2024;14:49:49;card;ANON-0000-0000-0810;35,76;Latte
24/10/2024;15:47:33;card;ANON-0000-0000-0788;35,76;Latte
24/10/2024;15:48:30;card;ANON-0000-0000-0788;35,76;Latte
24/10/2024;18:53:47;card;ANON-0000-0000-0811;25,96;Americano
24/10/2024;18:55:08;card;ANON-0000-0000-0811;25,96;Americano
24/10/2024;19:50:19;card;ANON-0000-0000-0507;35,76;Latte
24/10/2024;20:44:11;card;ANON-0000-0000-0812;25,96;Americano
24/10/2024;21:14:45;card;ANON-0000-0000-0813;35,76;Hot Chocolate
24/10/2024;21:15:29;card;ANON-0000-0000-0813;35,76;Hot Chocolate
24/10/2024;21:56:20;card;ANON-0000-0000-0637;35,76;Hot Chocolate
24/10/2024;21:57:10;card;ANON-0000-0000-0637;35,76;Cappuccino
25/10/2024;07:38:11;card;ANON-0000-0000-0696;35,76;Cappuccino
25/10/2024;07:45:23;card;ANON-0000-0000-0402;21,06;Espresso
25/10/2024;08:10:05;card;ANON-0000-0000-0570;35,76;Cocoa
25/10/2024;08:10:55;card;ANON-0000-0000-0570;35,76;Latte
25/10/2024;08:18:50;card;ANON-0000-0000-0084;35,76;Cocoa
25/10/2024;10:03:28;card;ANON-0000-0000-0683;25,96;Americano
25/10/2024;10:05:21;card;ANON-0000-0000-0683;25,96;Americano
25/10/2024;10:51:01;card;ANON-0000-0000-0276;30,86;Americano with Milk
25/10/2024;11:49:43;card;ANON-0000-0000-0012;35,76;Cocoa
25/10/2024;11:50:30;card;ANON-0000-0000-0012;35,76;Cocoa
25/10/2024;12:06:50;card;ANON-0000-0000-0141;25,96;Cortado
25/10/2024;12:40:37;card;ANON-0000-0000-0814;35,76;Latte
25/10/2024;14:23:17;card;ANON-0000-0000-0137;35,76;Cappuccino
25/10/2024;22:19:24;card;ANON-0000-0000-0815;35,76;Hot Chocolate
25/10/2024;22:22:32;card;ANON-0000-0000-0815;21,06;Espresso
26/10/2024;07:49:59;card;ANON-0000-0000-0682;35,76;Cappuccino
26/10/2024;08:41:45;card;ANON-0000-0000-0141;25,96;Cortado
26/10/2024;08:53:00;card;ANON-0000-0000-0334;35,76;Cappuccino
26/10/2024;10:24:38;card;ANON-0000-0000-0816;25,96;Americano
26/10/2024;12:18:09;card;ANON-0000-0000-0040;35,76;Cocoa
26/10/2024;13:03:31;card;ANON-0000-0000-0817;35,76;Latte
26/10/2024;14:34:59;card;ANON-0000-0000-0276;35,76;Latte
26/10/2024;14:36:15;card;ANON-0000-0000-0276;30,86;Americano with Milk
26/10/2024;15:05:22;card;ANON-0000-0000-0141;25,96;Cortado
26/10/2024;15:06:19;card;ANON-0000-0000-0141;25,96;Cortado
26/10/2024;15:38:29;card;ANON-0000-0000-0818;35,76;Latte
26/10/2024;15:39:30;card;ANON-0000-0000-0818;35,76;Latte
26/10/2024;15:52:02;card;ANON-0000-0000-0819;30,86;Americano with Milk
26/10/2024;15:53:22;card;ANON-0000-0000-0820;30,86;Americano with Milk
26/10/2024;19:19:21;card;ANON-0000-0000-0715;35,76;Cappuccino
26/10/2024;20:34:47;card;ANON-0000-0000-0821;30,86;Americano with Milk
27/10/2024;11:01:57;card;ANON-0000-0000-0347;30,86;Americano with Milk
27/10/2024;12:53:26;card;ANON-0000-0000-0276;35,76;Latte
27/10/2024;12:54:28;card;ANON-0000-0000-0276;30,86;Americano with Milk
27/10/2024;13:43:47;card;ANON-0000-0000-0822;35,76;Cappuccino
27/10/2024;16:17:06;card;ANON-0000-0000-0507;35,76;Latte
28/10/2024;07:46:28;card;ANON-0000-0000-0696;35,76;Cappuccino
28/10/2024;08:01:12;card;ANON-0000-0000-0823;25,96;Americano
28/10/2024;08:35:03;card;ANON-0000-0000-0683;35,76;Latte
28/10/2024;09:15:43;card;ANON-0000-0000-0242;30,86;Americano with Milk
28/10/2024;11:42:36;card;ANON-0000-0000-0824;35,76;Latte
28/10/2024;11:43:43;card;ANON-0000-0000-0824;35,76;Latte
28/10/2024;12:01:36;card;ANON-0000-0000-0707;35,76;Hot Chocolate
28/10/2024;12:02:35;card;ANON-0000-0000-0825;30,86;Americano with Milk
28/10/2024;12:21:30;card;ANON-0000-0000-0826;35,76;Cappuccino
28/10/2024;14:10:55;card;ANON-0000-0000-0819;30,86;Americano with Milk
28/10/2024;14:11:56;card;ANON-0000-0000-0819;30,86;Americano with Milk
28/10/2024;14:31:00;card;ANON-0000-0000-0827;30,86;Americano with Milk
28/10/2024;16:01:21;card;ANON-0000-0000-0159;35,76;Latte
28/10/2024;17:55:18;card;ANON-0000-0000-0828;35,76;Cocoa
28/10/2024;17:56:02;card;ANON-0000-0000-0828;35,76;Cocoa
28/10/2024;19:10:25;card;ANON-0000-0000-0257;35,76;Cappuccino
28/10/2024;21:20:04;card;ANON-0000-0000-0329;30,86;Americano with Milk
28/10/2024;22:05:51;card;ANON-0000-0000-0695;30,86;Americano with Milk
29/10/2024;08:40:52;card;ANON-0000-0000-0804;35,76;Latte
29/10/2024;08:47:06;card;ANON-0000-0000-0683;35,76;Latte
29/10/2024;09:31:58;card;ANON-0000-0000-0570;35,76;Latte
29/10/2024;11:59:47;card;ANON-0000-0000-0829;30,86;Americano with Milk
29/10/2024;12:21:37;card;ANON-0000-0000-0830;21,06;Espresso
29/10/2024;14:15:44;card;ANON-0000-0000-0831;25,96;Cortado
29/10/2024;14:17:01;card;ANON-0000-0000-0831;25,96;Cortado
29/10/2024;14:37:36;card;ANON-0000-0000-0832;35,76;Cappuccino
29/10/2024;16:09:34;card;ANON-0000-0000-0833;35,76;Hot Chocolate
29/10/2024;16:10:57;card;ANON-0000-0000-0834;35,76;Cocoa
29/10/2024;16:17:33;card;ANON-0000-0000-0225;35,76;Cocoa
29/10/2024;18:02:04;card;ANON-0000-0000-0835;30,86;Americano with Milk
29/10/2024;18:02:57;card;ANON-0000-0000-0835;30,86;Americano with Milk
29/10/2024;19:02:05;card;ANON-0000-0000-0836;30,86;Americano with Milk
29/10/2024;19:05:44;card;ANON-0000-0000-0206;35,76;Cappuccino
29/10/2024;19:51:13;card;ANON-0000-0000-0507;35,76;Hot Chocolate
29/10/2024;19:54:02;card;ANON-0000-0000-0507;35,76;Latte
29/10/2024;20:07:36;card;ANON-0000-0000-0799;35,76;Latte
30/10/2024;07:52:05;card;ANON-0000-0000-0703;35,76;Latte
30/10/2024;08:46:27;card;ANON-0000-0000-0571;30,86;Americano with Milk
30/10/2024;08:47:29;card;ANON-0000-0000-0571;30,86;Americano with Milk
30/10/2024;09:11:29;card;ANON-0000-0000-0837;35,76;Latte
30/10/2024;10:31:53;card;ANON-0000-0000-0838;35,76;Latte
30/10/2024;10:33:08;card;ANON-0000-0000-0838;35,76;Latte
30/10/2024;12:08:46;card;ANON-0000-0000-0375;35,76;Latte
30/10/2024;12:09:47;card;ANON-0000-0000-0375;25,96;Americano
30/10/2024;12:10:58;card;ANON-0000-0000-0734;30,86;Americano with Milk
30/10/2024;12:37:01;card;ANON-0000-0000-0839;25,96;Americano
30/10/2024;15:05:15;card;ANON-0000-0000-0507;35,76;Latte
30/10/2024;15:07:03;card;ANON-0000-0000-0507;35,76;Latte
30/10/2024;16:04:48;card;ANON-0000-0000-0840;30,86;Americano with Milk
30/10/2024;18:08:12;card;ANON-0000-0000-0841;35,76;Hot Chocolate
30/10/2024;19:18:31;card;ANON-0000-0000-0819;30,86;Americano with Milk
30/10/2024;19:43:21;card;ANON-0000-0000-0842;30,86;Americano with Milk
31/10/2024;07:54:17;card;ANON-0000-0000-0703;35,76;Latte
31/10/2024;08:38:54;card;ANON-0000-0000-0683;35,76;Latte
31/10/2024;09:18:19;card;ANON-0000-0000-0276;30,86;Americano with Milk
31/10/2024;15:59:27;card;ANON-0000-0000-0843;35,76;Latte
31/10/2024;16:00:31;card;ANON-0000-0000-0844;30,86;Americano with Milk
01/11/2024;08:24:03;card;ANON-0000-0000-0842;35,76;Cocoa
01/11/2024;08:30:58;card;ANON-0000-0000-0304;25,96;Americano
01/11/2024;10:54:50;card;ANON-0000-0000-0612;35,76;Latte
01/11/2024;12:41:27;card;ANON-0000-0000-0012;35,76;Cocoa
01/11/2024;12:42:18;card;ANON-0000-0000-0012;35,76;Cocoa
01/11/2024;15:55:42;card;ANON-0000-0000-0845;25,96;Cortado
01/11/2024;22:41:56;card;ANON-0000-0000-0695;30,86;Americano with Milk
02/11/2024;08:19:44;card;ANON-0000-0000-0141;25,96;Cortado
02/11/2024;10:25:46;card;ANON-0000-0000-0828;35,76;Cocoa
02/11/2024;10:33:10;card;ANON-0000-0000-0097;30,86;Americano with Milk
02/11/2024;14:54:15;card;ANON-0000-0000-0846;30,86;Americano with Milk
02/11/2024;16:24:16;card;ANON-0000-0000-0507;35,76;Hot Chocolate
02/11/2024;16:25:57;card;ANON-0000-0000-0507;35,76;Latte
02/11/2024;16:37:05;card;ANON-0000-0000-0847;35,76;Latte
02/11/2024;18:18:27;card;ANON-0000-0000-0620;30,86;Americano with Milk
02/11/2024;18:58:24;card;ANON-0000-0000-0848;25,96;Americano
03/11/2024;08:23:00;card;ANON-0000-0000-0141;25,96;Cortado
03/11/2024;09:47:06;card;ANON-0000-0000-0040;30,86;Americano with Milk
03/11/2024;09:48:12;card;ANON-0000-0000-0040;30,86;Americano with Milk
03/11/2024;13:13:51;card;ANON-0000-0000-0849;35,76;Latte
03/11/2024;13:14:57;card;ANON-0000-0000-0849;30,86;Americano with Milk
03/11/2024;13:18:25;card;ANON-0000-0000-0228;35,76;Cocoa
03/11/2024;13:44:19;card;ANON-0000-0000-0850;25,96;Americano
03/11/2024;13:59:01;card;ANON-0000-0000-0851;30,86;Americano with Milk
03/11/2024;16:15:18;card;ANON-0000-0000-0622;35,76;Hot Chocolate
03/11/2024;16:16:44;card;ANON-0000-0000-0622;35,76;Hot Chocolate
03/11/2024;16:20:37;card;ANON-0000-0000-0852;25,96;Americano
03/11/2024;16:21:46;card;ANON-0000-0000-0852;25,96;Americano
03/11/2024;20:26:15;card;ANON-0000-0000-0225;35,76;Cocoa
04/11/2024;07:43:37;card;ANON-0000-0000-0696;35,76;Latte
04/11/2024;08:37:33;card;ANON-0000-0000-0276;35,76;Latte
04/11/2024;08:38:59;card;ANON-0000-0000-0276;30,86;Americano with Milk
04/11/2024;12:33:36;card;ANON-0000-0000-0853;25,96;Americano
04/11/2024;12:35:06;card;ANON-0000-0000-0854;30,86;Americano with Milk
04/11/2024;14:44:38;card;ANON-0000-0000-0012;35,76;Cocoa
04/11/2024;14:45:20;card;ANON-0000-0000-0012;35,76;Cocoa
05/11/2024;07:49:32;card;ANON-0000-0000-0696;35,76;Cocoa
05/11/2024;09:05:42;card;ANON-0000-0000-0276;30,86;Americano with Milk
05/11/2024;09:12:12;card;ANON-0000-0000-0731;35,76;Cappuccino
05/11/2024;09:13:40;card;ANON-0000-0000-0731;30,86;Americano with Milk
05/11/2024;10:41:44;card;ANON-0000-0000-0012;30,86;Americano with Milk
05/11/2024;11:47:30;card;ANON-0000-0000-0855;35,76;Cocoa
05/11/2024;11:48:22;card;ANON-0000-0000-0856;35,76;Latte
05/11/2024;14:36:38;card;ANON-0000-0000-0857;35,76;Latte
05/11/2024;14:41:48;card;ANON-0000-0000-0858;35,76;Latte
05/11/2024;18:52:56;card;ANON-0000-0000-0455;35,76;Cappuccino
05/11/2024;18:54:11;card;ANON-0000-0000-0455;35,76;Cappuccino
05/11/2024;18:55:19;card;ANON-0000-0000-0455;35,76;Cappuccino
05/11/2024;21:40:45;card;ANON-0000-0000-0859;35,76;Cocoa
05/11/2024;21:42:03;card;ANON-0000-0000-0859;35,76;Cocoa
05/11/2024;21:54:20;card;ANON-0000-0000-0722;35,76;Hot Chocolate
05/11/2024;22:05:51;card;ANON-0000-0000-0637;35,76;Hot Chocolate
05/11/2024;22:06:39;card;ANON-0000-0000-0637;30,86;Americano with Milk
06/11/2024;08:11:25;card;ANON-0000-0000-0570;35,76;Latte
06/11/2024;11:45:31;card;ANON-0000-0000-0860;21,06;Espresso
06/11/2024;13:15:33;card;ANON-0000-0000-0742;25,96;Americano
06/11/2024;15:44:16;card;ANON-0000-0000-0622;35,76;Cappuccino
06/11/2024;16:00:44;card;ANON-0000-0000-0861;35,76;Latte
06/11/2024;16:02:05;card;ANON-0000-0000-0862;35,76;Cappuccino
06/11/2024;18:40:43;card;ANON-0000-0000-0863;35,76;Hot Chocolate
06/11/2024;18:41:31;card;ANON-0000-0000-0863;35,76;Hot Chocolate
07/11/2024;12:17:16;card;ANON-0000-0000-0864;35,76;Latte
07/11/2024;15:50:11;card;ANON-0000-0000-0865;25,96;Americano
07/11/2024;16:39:39;card;ANON-0000-0000-0866;25,96;Americano
07/11/2024;18:17:34;card;ANON-0000-0000-0828;35,76;Cocoa
07/11/2024;19:20:15;card;ANON-0000-0000-0867;35,76;Hot Chocolate
07/11/2024;19:21:38;card;ANON-0000-0000-0867;35,76;Latte
07/11/2024;20:02:31;card;ANON-0000-0000-0507;35,76;Latte
08/11/2024;09:05:42;card;ANON-0000-0000-0276;30,86;Americano with Milk
08/11/2024;09:47:31;card;ANON-0000-0000-0375;25,96;Americano
08/11/2024;09:49:00;card;ANON-0000-0000-0375;25,96;Americano
08/11/2024;11:47:11;card;ANON-0000-0000-0494;35,76;Cappuccino
08/11/2024;13:25:13;card;ANON-0000-0000-0868;35,76;Latte
08/11/2024;13:26:18;card;ANON-0000-0000-0868;35,76;Latte
08/11/2024;16:33:03;card;ANON-0000-0000-0869;30,86;Americano with Milk
08/11/2024;16:55:28;card;ANON-0000-0000-0870;30,86;Americano with Milk
08/11/2024;20:13:32;card;ANON-0000-0000-0871;35,76;Hot Chocolate
08/11/2024;20:14:24;card;ANON-0000-0000-0872;35,76;Hot Chocolate
08/11/2024;20:15:20;card;ANON-0000-0000-0872;35,76;Hot Chocolate
08/11/2024;22:27:10;card;ANON-0000-0000-0690;35,76;Latte
09/11/2024;10:08:19;card;ANON-0000-0000-0276;30,86;Americano with Milk
09/11/2024;11:02:08;card;ANON-0000-0000-0141;25,96;Cortado
09/11/2024;11:03:01;card;ANON-0000-0000-0141;25,96;Cortado
09/11/2024;11:08:44;card;ANON-0000-0000-0873;35,76;Latte
09/11/2024;13:50:15;card;ANON-0000-0000-0871;35,76;Hot Chocolate
09/11/2024;13:50:55;card;ANON-0000-0000-0871;35,76;Hot Chocolate
09/11/2024;14:21:52;card;ANON-0000-0000-0874;35,76;Hot Chocolate
09/11/2024;14:22:50;card;ANON-0000-0000-0874;35,76;Hot Chocolate
09/11/2024;14:37:33;card;ANON-0000-0000-0875;25,96;Americano
09/11/2024;15:29:51;card;ANON-0000-0000-0276;30,86;Americano with Milk
